ticker,sector,industry
BLMZ,Communication Services,Entertainment
BLND,Technology,Software - Application
BLNE,Consumer Defensive,Beverages - Wineries & Distilleries
BLNK,Industrials,Engineering & Construction
BLRX,Healthcare,Biotechnology
BLSH,Technology,Software - Infrastructure
BLTE,Healthcare,Biotechnology
BLUW,Financial Services,Shell Companies
BLW,Financial Services,Asset Management
BLX,Financial Services,Banks - Regional
BLZE,Technology,Software - Infrastructure
BLZRU,,
BMA,Financial Services,Banks - Regional
BMBL,Communication Services,Internet Content & Information
BME,Financial Services,Asset Management
BMEA,Healthcare,Biotechnology
BMEZ,Financial Services,Asset Management
BMGL,Healthcare,Medical Care Facilities
BMHL,Financial Services,Capital Markets
BMI,Technology,Scientific & Technical Instruments
BMN,Financial Services,Asset Management
BMNR,Financial Services,Capital Markets
BMO,Financial Services,Banks - Diversified
BMR,Technology,Software - Application
BMRA,Healthcare,Medical Devices
BMRC,Financial Services,Banks - Regional
BMRN,Healthcare,Biotechnology
BMY,Healthcare,Drug Manufacturers - General
BN,Financial Services,Asset Management
BNAI,Technology,Software - Infrastructure
BNC,Industrials,Farm & Heavy Construction Machinery
BNED,Consumer Cyclical,Specialty Retail
BNGO,Healthcare,Medical Instruments & Supplies
BNL,Real Estate,REIT - Diversified
BNR,Healthcare,Diagnostics & Research
BNRG,Utilities,Utilities - Renewable
BNS,Financial Services,Banks - Diversified
BNT,Financial Services,Insurance - Diversified
BNTC,Healthcare,Biotechnology
BNTX,Healthcare,Biotechnology
BNY,Financial Services,Asset Management
BNZI,Technology,Software - Application
BOC,Industrials,Conglomerates
BODI,Communication Services,Internet Content & Information
BOE,Financial Services,Asset Management
BOF,Consumer Defensive,Packaged Foods
BOH,Financial Services,Banks - Regional
BOKF,Financial Services,Banks - Regional
BOLD,Healthcare,Biotechnology
BOLT,Healthcare,Biotechnology
BON,Basic Materials,Specialty Chemicals
BOOM,Industrials,Conglomerates
BOOT,Consumer Cyclical,Apparel Retail
BORR,Energy,Oil & Gas Drilling
BOSC,Technology,Communication Equipment
BOTJ,Financial Services,Banks - Regional
BOW,Financial Services,Insurance - Property & Casualty
BOWN,Financial Services,Shell Companies
BOX,Technology,Software - Infrastructure
BOXL,Technology,Consumer Electronics
BP,Energy,Oil & Gas Integrated
BPOP,Financial Services,Banks - Regional
BPRN,Financial Services,Banks - Regional
BPYPM,,
BQ,Consumer Cyclical,Specialty Retail
BR,Technology,Information Technology Services
BRAG,Consumer Cyclical,Gambling
BRBR,Consumer Defensive,Packaged Foods
BRBS,Financial Services,Banks - Regional
BRC,Industrials,Security & Protection Services
BRCB,,
BRCC,Consumer Defensive,Packaged Foods
BREA,Communication Services,Entertainment
BRFH,Consumer Defensive,Beverages - Non-Alcoholic
BRFS,Consumer Defensive,Packaged Foods
BRIA,Consumer Cyclical,Apparel Retail
BRID,Consumer Defensive,Packaged Foods
BRKR,Healthcare,Medical Devices
BRLS,Consumer Defensive,Packaged Foods
BRLT,Consumer Cyclical,Luxury Goods
BRN,Energy,Oil & Gas E&P
BRNS,Healthcare,Biotechnology
BRO,Financial Services,Insurance Brokers
BROS,Consumer Cyclical,Restaurants
BRR,Financial Services,Shell Companies
BRSL,Consumer Cyclical,Gambling
BRSP,Real Estate,REIT - Mortgage
BRT,Real Estate,REIT - Residential
BRTX,Healthcare,Biotechnology
BRW,Financial Services,Asset Management
BRX,Real Estate,REIT - Retail
BRY,Energy,Oil & Gas E&P
BRZE,Technology,Software - Application
BSAA,Financial Services,Shell Companies
BSAC,Financial Services,Banks - Regional
BSBK,Financial Services,Banks - Regional
BSBR,Financial Services,Banks - Regional
BSET,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
BSL,Financial Services,Asset Management
BSLK,Basic Materials,Specialty Chemicals
BSM,Energy,Oil & Gas E&P
BSRR,Financial Services,Banks - Regional
BST,Financial Services,Asset Management
BSTZ,Financial Services,Asset Management
BSVN,Financial Services,Banks - Regional
BSX,Healthcare,Medical Devices
BSY,Technology,Software - Application
BTA,Financial Services,Asset Management
BTAI,Healthcare,Biotechnology
BTBD,Consumer Cyclical,Restaurants
BTBT,Financial Services,Capital Markets
BTCM,Technology,Information Technology Services
BTCS,Financial Services,Capital Markets
BTCT,Technology,Computer Hardware
BTDR,Technology,Software - Application
BTE,Energy,Oil & Gas E&P
BTG,Basic Materials,Gold
BTI,Consumer Defensive,Tobacco
BTM,Financial Services,Capital Markets
BTMD,Healthcare,Medical Care Facilities
BTO,Financial Services,Asset Management
BTOC,Industrials,Integrated Freight & Logistics
BTOG,Financial Services,Financial Data & Stock Exchanges
BTSG,Healthcare,Health Information Services
BTT,Financial Services,Asset Management
BTU,Energy,Thermal Coal
BTX,Financial Services,Asset Management
BTZ,Financial Services,Asset Management
BUD,Consumer Defensive,Beverages - Brewers
BUI,Financial Services,Asset Management
BULL,Technology,Software - Application
BUR,Financial Services,Asset Management
BURL,Consumer Cyclical,Apparel Retail
BURU,Industrials,Specialty Industrial Machinery
BUSE,Financial Services,Banks - Regional
BUUU,Industrials,Specialty Business Services
BV,Industrials,Specialty Business Services
BVFL,Financial Services,Banks - Regional
BVN,Basic Materials,Other Precious Metals & Mining
BVS,Healthcare,Medical Devices
BW,Industrials,Specialty Industrial Machinery
BWA,Consumer Cyclical,Auto Parts
BWAY,Healthcare,Medical Devices
BWB,Financial Services,Banks - Regional
BWEN,Industrials,Specialty Industrial Machinery
BWFG,Financial Services,Banks - Regional
BWG,Financial Services,Asset Management
BWIN,Financial Services,Insurance Brokers
BWLP,Industrials,Marine Shipping
BWMN,Industrials,Engineering & Construction
BWMX,Consumer Cyclical,Specialty Retail
BWXT,Industrials,Aerospace & Defense
BX,Financial Services,Asset Management
BXC,Industrials,Industrial Distribution
BXMT,Real Estate,REIT - Mortgage
BXMX,Financial Services,Asset Management
BXP,Real Estate,REIT - Office
BXSL,Financial Services,Asset Management
BY,Financial Services,Banks - Regional
BYD,Consumer Cyclical,Resorts & Casinos
BYFC,Financial Services,Banks - Regional
BYM,Financial Services,Asset Management
BYND,Consumer Defensive,Packaged Foods
BYRN,Industrials,Aerospace & Defense
BYSI,Healthcare,Biotechnology
BZ,Communication Services,Internet Content & Information
BZAI,Technology,Software - Application
BZFD,Communication Services,Internet Content & Information
BZH,Consumer Cyclical,Residential Construction
BZUN,Consumer Cyclical,Internet Retail
C,Financial Services,Banks - Diversified
CAAP,Industrials,Airports & Air Services
CAAS,Consumer Cyclical,Auto Parts
CABA,Healthcare,Biotechnology
CABO,Communication Services,Telecom Services
CAC,Financial Services,Banks - Regional
CACC,Financial Services,Credit Services
CACI,Technology,Information Technology Services
CADE,Financial Services,Banks - Regional
CADL,Healthcare,Biotechnology
CAE,Industrials,Aerospace & Defense
CAEP,Financial Services,Shell Companies
CAF,Financial Services,Asset Management
CAG,Consumer Defensive,Packaged Foods
CAH,Healthcare,Medical Distribution
CAI,Healthcare,Biotechnology
CAKE,Consumer Cyclical,Restaurants
CAL,Consumer Cyclical,Apparel Retail
CALC,Healthcare,Biotechnology
CALM,Consumer Defensive,Farm Products
CALX,Technology,Software - Infrastructure
CAMP,Healthcare,Biotechnology
CAMT,Technology,Semiconductor Equipment & Materials
CAN,Technology,Computer Hardware
CANF,Healthcare,Biotechnology
CANG,Financial Services,Capital Markets
CAPL,Energy,Oil & Gas Refining & Marketing
CAPN,Financial Services,Shell Companies
CAPR,Healthcare,Biotechnology
CAPS,Basic Materials,Building Materials
CAPT,Basic Materials,Building Materials
CAR,Industrials,Rental & Leasing Services
CARE,Financial Services,Banks - Regional
CARG,Consumer Cyclical,Auto & Truck Dealerships
CARL,Healthcare,Health Information Services
CARM,Healthcare,Biotechnology
CARR,Industrials,Building Products & Equipment
CARS,Communication Services,Internet Content & Information
CART,Consumer Cyclical,Internet Retail
CARV,Financial Services,Banks - Regional
CASH,Financial Services,Banks - Regional
CASI,Healthcare,Biotechnology
CASK,Consumer Defensive,Beverages - Wineries & Distilleries
CASS,Industrials,Specialty Business Services
CASY,Consumer Cyclical,Specialty Retail
CAT,Industrials,Farm & Heavy Construction Machinery
CATO,Consumer Cyclical,Apparel Retail
CATX,Healthcare,Medical Devices
CATY,Financial Services,Banks - Regional
CAVA,Consumer Cyclical,Restaurants
CB,Financial Services,Insurance - Property & Casualty
CBAN,Financial Services,Banks - Regional
CBAT,Industrials,Electrical Equipment & Parts
CBFV,Financial Services,Banks - Regional
CBIO,Healthcare,Biotechnology
CBL,Real Estate,REIT - Retail
CBLL,Healthcare,Medical Devices
CBNA,Financial Services,Banks - Regional
CBNK,Financial Services,Banks - Regional
CBO,,
CBRE,Real Estate,Real Estate Services
CBRL,Consumer Cyclical,Restaurants
CBSH,Financial Services,Banks - Regional
CBT,Basic Materials,Specialty Chemicals
CBU,Financial Services,Banks - Regional
CBUS,Healthcare,Biotechnology
CBX,,
CBZ,Industrials,Specialty Business Services
CC,Basic Materials,Specialty Chemicals
CCAP,Financial Services,Asset Management
CCB,Financial Services,Banks - Regional
CCBG,Financial Services,Banks - Regional
CCCC,Healthcare,Biotechnology
CCCS,Technology,Software - Application
CCCX,Financial Services,Shell Companies
CCD,Financial Services,Asset Management
CCEC,Industrials,Marine Shipping
CCEL,Healthcare,Medical Care Facilities
CCEP,Consumer Defensive,Beverages - Non-Alcoholic
CCG,Communication Services,Internet Content & Information
CCI,Real Estate,REIT - Specialty
CCIF,Financial Services,Asset Management
CCII,Financial Services,Shell Companies
CCIX,Financial Services,Shell Companies
CCJ,Energy,Uranium
CCK,Consumer Cyclical,Packaging & Containers
CCL,Consumer Cyclical,Travel Services
CCLD,Healthcare,Health Information Services
CCM,Healthcare,Medical Care Facilities
CCNE,Financial Services,Banks - Regional
CCO,Communication Services,Advertising Agencies
CCOI,Communication Services,Telecom Services
CCRD,Technology,Software - Application
CCRN,Healthcare,Medical Care Facilities
CCS,Real Estate,Real Estate - Development
CCSI,Technology,Software - Infrastructure
CCTG,Industrials,Electrical Equipment & Parts
CCU,Consumer Defensive,Beverages - Brewers
CCZ,,
CDE,Basic Materials,Gold
CDIO,Healthcare,Biotechnology
CDLR,Industrials,Engineering & Construction
CDLX,Communication Services,Advertising Agencies
CDNA,Healthcare,Diagnostics & Research
CDNS,Technology,Software - Application
CDP,Real Estate,REIT - Office
CDRE,Industrials,Aerospace & Defense
CDRO,Consumer Cyclical,Gambling
CDT,Healthcare,Biotechnology
CDTG,Industrials,Waste Management
CDTX,Healthcare,Biotechnology
CDW,Technology,Information Technology Services
CDXS,Healthcare,Biotechnology
CDZI,Utilities,Utilities - Regulated Water
CE,Basic Materials,Chemicals
CECO,Industrials,Pollution & Treatment Controls
CEE,Financial Services,Asset Management
CEG,Utilities,Utilities - Renewable
CELC,Healthcare,Biotechnology
CELH,Consumer Defensive,Beverages - Non-Alcoholic
CELU,Healthcare,Biotechnology
CELZ,Healthcare,Biotechnology
CENN,Consumer Cyclical,Auto Manufacturers
CENT,Consumer Defensive,Packaged Foods
CENX,Basic Materials,Aluminum
CEP,Financial Services,Shell Companies
CEPF,Financial Services,Shell Companies
CEPO,Financial Services,Shell Companies
CEPT,Financial Services,Shell Companies
CEPU,Utilities,Utilities - Regulated Electric
CERO,Healthcare,Biotechnology
CERS,Healthcare,Medical Devices
CERT,Healthcare,Health Information Services
CET,Financial Services,Asset Management
CETX,Technology,Software - Infrastructure
CETY,Industrials,Specialty Industrial Machinery
CEV,Financial Services,Asset Management
CEVA,Technology,Semiconductors
CF,Basic Materials,Agricultural Inputs
CFBK,Financial Services,Banks - Regional
CFFI,Financial Services,Banks - Regional
CFFN,Financial Services,Banks - Regional
CFG,Financial Services,Banks - Regional
CFLT,Technology,Software - Infrastructure
CFND,Financial Services,Asset Management
CFR,Financial Services,Banks - Regional
CFSB,Financial Services,Banks - Regional
CG,Financial Services,Asset Management
CGAU,Basic Materials,Gold
CGBD,Financial Services,Asset Management
CGC,Healthcare,Drug Manufacturers - Specialty & Generic
CGCT,Financial Services,Shell Companies
CGEM,Healthcare,Biotechnology
CGEN,Healthcare,Biotechnology
CGNT,Technology,Software - Infrastructure
CGNX,Technology,Scientific & Technical Instruments
CGO,Financial Services,Asset Management
CGON,Healthcare,Biotechnology
CGTL,Consumer Cyclical,Specialty Retail
CGTX,Healthcare,Biotechnology
CHA,Consumer Cyclical,Restaurants
CHAC,Financial Services,Shell Companies
CHAR,Financial Services,Shell Companies
CHCI,Real Estate,Real Estate Services
CHCO,Financial Services,Banks - Regional
CHCT,Real Estate,REIT - Healthcare Facilities
CHD,Consumer Defensive,Household & Personal Products
CHDN,Consumer Cyclical,Gambling
CHE,Healthcare,Medical Care Facilities
CHEF,Consumer Defensive,Food Distribution
CHEK,Healthcare,Diagnostics & Research
CHGG,Consumer Defensive,Education & Training Services
CHH,Consumer Cyclical,Lodging
CHI,Financial Services,Asset Management
CHKP,Technology,Software - Infrastructure
CHMG,Financial Services,Banks - Regional
CHMI,Real Estate,REIT - Mortgage
CHN,Financial Services,Asset Management
CHNR,Basic Materials,Other Industrial Metals & Mining
CHOW,,
CHPG,Financial Services,Shell Companies
CHPT,Consumer Cyclical,Specialty Retail
CHR,Communication Services,Advertising Agencies
CHRD,Energy,Oil & Gas E&P
CHRS,Healthcare,Biotechnology
CHRW,Industrials,Integrated Freight & Logistics
CHSCL,Consumer Defensive,Farm Products
CHSN,Consumer Cyclical,Restaurants
CHT,Communication Services,Telecom Services
CHTR,Communication Services,Telecom Services
CHW,Financial Services,Asset Management
CHWY,Consumer Cyclical,Internet Retail
CHY,Financial Services,Asset Management
CHYM,Technology,Software - Application
CI,Healthcare,Healthcare Plans
CIA,Financial Services,Insurance - Life
CIB,Financial Services,Banks - Regional
CIEN,Technology,Communication Equipment
CIF,Financial Services,Asset Management
CIFR,Financial Services,Capital Markets
CIG,Utilities,Utilities - Diversified
CIGI,Real Estate,Real Estate Services
CIGL,Industrials,Security & Protection Services
CII,Financial Services,Asset Management
CIIT,Technology,Electronics & Computer Distribution
CIK,Financial Services,Asset Management
CIM,Real Estate,REIT - Mortgage
CINF,Financial Services,Insurance - Property & Casualty
CING,Healthcare,Biotechnology
CINT,Technology,Software - Infrastructure
CIO,Real Estate,REIT - Office
CION,Financial Services,Asset Management
CISO,Technology,Software - Infrastructure
CISS,Industrials,Marine Shipping
CIVB,Financial Services,Banks - Regional
CIVI,Energy,Oil & Gas E&P
CIX,Industrials,Security & Protection Services
CJET,Consumer Cyclical,Auto Manufacturers
CJMB,Industrials,Integrated Freight & Logistics
CKX,Energy,Oil & Gas E&P
CL,Consumer Defensive,Household & Personal Products
CLAR,Consumer Cyclical,Leisure
CLB,Energy,Oil & Gas Equipment & Services
CLBK,Financial Services,Banks - Regional
CLBT,Technology,Software - Infrastructure
CLCO,Energy,Oil & Gas Midstream
CLDI,Healthcare,Biotechnology
CLDT,Real Estate,REIT - Hotel & Motel
CLDX,Healthcare,Biotechnology
CLF,Basic Materials,Steel
CLFD,Technology,Communication Equipment
CLGN,Healthcare,Biotechnology
CLH,Industrials,Waste Management
CLIK,Consumer Cyclical,Personal Services
CLIR,Industrials,Pollution & Treatment Controls
CLLS,Healthcare,Biotechnology
CLM,Financial Services,Asset Management
CLMB,Technology,Electronics & Computer Distribution
CLMT,Basic Materials,Specialty Chemicals
CLNE,Energy,Oil & Gas Refining & Marketing
CLNN,Consumer Defensive,Packaged Foods
CLOV,Healthcare,Healthcare Plans
CLPR,Real Estate,REIT - Residential
CLPS,Technology,Information Technology Services
CLPT,Healthcare,Medical Devices
CLRB,Healthcare,Biotechnology
CLRO,Technology,Communication Equipment
CLS,Technology,Electronic Components
CLSD,Healthcare,Biotechnology
CLSK,Financial Services,Capital Markets
CLST,Financial Services,Banks - Regional
CLVT,Technology,Information Technology Services
CLW,Basic Materials,Paper & Paper Products
CLWT,Industrials,Pollution & Treatment Controls
